VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
7SAYGDEE0T,King,Bellevue,WA,98005,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,286801854,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604
3MW39FS09R,King,Bellevue,WA,98004,2024,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,48,262311325,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024002
7SAYGDEE4T,King,Redmond,WA,98052,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,287715830,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803
7SAYGDEE1P,King,Bellevue,WA,98005,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,249776775,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500
5YJ3E1EA9K,King,Renton,WA,98055,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,11,283029148,POINT (-122.19488 47.44035),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025703
7SAYGDEFXR,King,Seattle,WA,98125,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,272680684,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700
JTDKAMFP7N,King,Seattle,WA,98125,2022,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,46,281893328,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200
JTMAB3FV2R,King,Bellevue,WA,98006,2024,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,41,268023612,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905
KNDC34LA9R,Cowlitz,Kalama,WA,98625,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,20,269988162,POINT (-122.84226 46.00813),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001602
5YJ3E1EA9K,Clark,Vancouver,WA,98682,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,17,289338311,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041313
1G1FX6S05P,King,Kirkland,WA,98034,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,260641615,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903
1G6RL1E48G,King,Bellevue,WA,98007,2016,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,48,119228791,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023201
7SAYGDEE1P,King,Bellevue,WA,98006,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,245440478,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704
5YJ3E1EB5J,King,Newcastle,WA,98059,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,41,474877035,POINT (-122.11589 47.50243),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005
1G1RC6S5XH,Clark,Brush Prairie,WA,98606,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,17,475044447,POINT (-122.54578 45.73473),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040715
JTMABABA5P,King,Bellevue,WA,98006,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,273100348,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704
7SAYGDEE3T,King,Kent,WA,98031,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47,282228355,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029406
5YJSA1S21F,King,Redmond,WA,98052,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,45,150380310,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
JTDKARFPXL,Kitsap,Poulsbo,WA,98370,2020,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,23,264108330,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090400
JTMEB3FV4R,Kitsap,Bainbridge Island,WA,98110,2024,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,23,275102096,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035091002
5YJ3E1EB6P,King,Bellevue,WA,98004,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,264778027,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901
5YJSA1E59M,King,Seattle,WA,98177,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36,175638711,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001702
KNDCR3L12R,Kitsap,Bremerton,WA,98312,2024,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,273512732,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035081100
5YJ3E1EB6P,King,Federal Way,WA,98003,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,30,245443390,POINT (-122.3303 47.30151),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030203
7SAYGDEF1R,King,Sammamish,WA,98074,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,267236546,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318
1G1RA6S59J,King,Federal Way,WA,98003,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,30,340383473,POINT (-122.3303 47.30151),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030102
5YJ3E1EA2N,King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,33,211236539,POINT (-122.32472 47.44519),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500
1G1RA6S57H,King,Bothell,WA,98011,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,1,350059244,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001
7YAKNDDC2S,King,Seattle,WA,98125,2025,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,284429841,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202
3GYK3EMR0S,King,Seattle,WA,98109,2025,CADILLAC,OPTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,36,284396374,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006701
7SAYGDED5P,King,Kent,WA,98031,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47,260096077,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029403
1FADP5CU1D,King,Kent,WA,98031,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,11,221573404,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306
KM8KRDAF2P,King,Bellevue,WA,98008,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,219897940,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403
5YJ3E1EA7N,King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,33,221110753,POINT (-122.32472 47.44519),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500
5YJYGAEE9M,King,Issaquah,WA,98027,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,5,156448638,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032104
5YJSA1E6XM,King,Kirkland,WA,98033,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,179410031,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006
5YJ3E1EB9J,King,Seattle,WA,98103,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,43,475044734,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003500
5YJ3E1EB2K,King,Redmond,WA,98052,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,45,289335511,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
2C4RC1L72N,King,Auburn,WA,98092,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,47,280224269,POINT (-122.18262 47.31825),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031207
5YJ3E1EA0R,King,Covington,WA,98042,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47,274013988,POINT (-122.10798 47.37124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031705
WDC0G5EB2K,King,Bellevue,WA,98006,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,10,41,213615874,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024904
5YJYGDEE1M,King,Kirkland,WA,98034,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,148282172,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022205
1G1FY6S07P,King,Seattle,WA,98125,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,236592618,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202
5YJ3E1EA6J,King,Seattle,WA,98122,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,43,273603711,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007503
JTDKN3DP3D,Jefferson,Port Townsend,WA,98368,2013,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,24,478359983,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950603
5YJ3E1EA3R,Snohomish,Lynnwood,WA,98087,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,271690086,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041703
7SAYGDEF7N,Kitsap,Bainbridge Island,WA,98110,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,207138907,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090902
1FADP5CUXF,King,Seattle,WA,98177,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,36,132052924,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400
1G1FZ6S03P,King,Lake Forest Park,WA,98155,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,277930075,POINT (-122.30304 47.75494),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021400
7SAYGDEE3N,Clark,Battle Ground,WA,98604,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,17,281215154,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040408
JM3KJEHA6S,Snohomish,Everett,WA,98204,2025,MAZDA,CX-70,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,21,291687728,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041809
5YJSA1E21J,King,Bellevue,WA,98004,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,48,273413997,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
3GYK3EMR9S,King,Bellevue,WA,98005,2025,CADILLAC,OPTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,285200667,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701
5YJ3E1EA9L,King,Renton,WA,98059,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,11,1944862,POINT (-122.11589 47.50243),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602
7SAYGDEE9R,King,Kent,WA,98031,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,268839245,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306
7YAKRDDC8S,King,Seattle,WA,98107,2025,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43,281456948,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800
5YJ3E1EA7J,King,Bellevue,WA,98007,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,48,3282422,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603
KM8KRDAF4P,King,Seattle,WA,98133,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32,281584152,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400
7SAYGAEE5P,King,Renton,WA,98059,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,240472571,POINT (-122.11589 47.50243),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031913
5YJ3E1EA7T,Jefferson,Nordland,WA,98358,2026,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24,288270972,POINT (-122.69107 48.05105),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950400
1N4AZ0CPXD,King,Bellevue,WA,98004,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,41,241399721,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801
W1KEG2BB2P,Kitsap,Bainbridge Island,WA,98110,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,280513628,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090800
WA124BGF2S,King,Kirkland,WA,98033,2025,AUDI,Q6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,285860921,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703
JTMAB3FV0R,Clark,Vancouver,WA,98664,2024,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,49,283453075,POINT (-122.59219 45.62158),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041208
1FT6W5L75S,King,Auburn,WA,98001,2025,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47,288417538,POINT (-122.28802 47.30264),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029902
1G1FW6S01P,King,Bellevue,WA,98006,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,281653970,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800
7SAYGDEE3R,Kitsap,Kingston,WA,98346,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,268715051,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
LPSED3KA9N,King,Kirkland,WA,98034,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,281385093,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903
5YJXCBE23G,King,Redmond,WA,98052,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,45,256613584,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
1N4AZ1CP9K,King,Seattle,WA,98125,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,46,190034687,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100
7SAYGDEE3S,Clark,Vancouver,WA,98685,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18,276618940,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907
KNDRMDLH2P,Thurston,Olympia,WA,98502,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,22,244789583,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
7SAYGDEFXP,King,Sammamish,WA,98074,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,255360073,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317
1N4AZ1CP2L,King,Renton,WA,98056,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,41,140097940,POINT (-122.18839 47.51197),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304
1G1FY6S07P,King,Tukwila,WA,98188,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,11,236546705,POINT (-122.27979 47.44952),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
KNDPYDDH7R,Kitsap,Bremerton,WA,98312,2024,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,26,274823412,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035081100
YSMED3KA9P,King,Seatac,WA,98148,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,33,272260901,POINT (-122.32472 47.44519),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500
2C4RC1L72P,King,Seattle,WA,98178,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,37,264640386,POINT (-122.25031 47.49481),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011901
1N4AZ1BV6N,King,Shoreline,WA,98177,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32,207877428,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020100
YV4H60DE2P,Kitsap,Bainbridge Island,WA,98110,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,23,260607441,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090901
7SAYGDED7T,Clark,Camas,WA,98607,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,18,287305049,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040610
5YJ3E1EA6S,King,Bellevue,WA,98005,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,283716828,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601
JTDKN3DP2D,King,Renton,WA,98057,2013,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,37,173606107,POINT (-122.20489 47.47532),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025303
5YJ3E1EB0N,King,Seattle,WA,98125,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,284810221,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700
JTMAAAAA2S,King,Seattle,WA,98133,2025,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,283128198,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602
7SAYGAEE4R,King,Bothell,WA,98011,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,273906804,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804
